source_id,target_id
233506,744945
369296,791530
116805,95754
389974,505142
1891,71384
746778,369791
1210861,417764
742105,779162
206968,172376
439007,719622
824928,845240
133921,223045
447481,681797
77800,347894
1180858,662271
591877,492479
237931,106637
1051638,174597
612095,305823
447463,788107
568740,776512
150263,215039
112547,61922
309034,202497
825977,497562
119684,895345
484294,483575
863304,314787
473089,282523
257,3873
555229,478963
260965,232240
425875,178133
12523,11488
81757,390871
297894,727221
1228331,308468
1015855,752955
936954,402937
246103,306590
184604,556983
39694,510390
185914,8572
1224089,1603332
516184,325676
56312,415081
61588,320134
764081,402044
423055,424852
964387,1151636
48519,303229
822125,476348
475927,954844
833377,111950
91913,390887
93850,526795
641430,144041
412769,471747
496710,482762
122743,101022
208679,207133
469698,641635
1191158,271379
565122,1093484
357934,32058
161699,276076
484166,45049
811881,514440
760272,1213724
688749,62021
152187,703048
729318,788585
250083,193230
334243,749001
659445,273506
627785,505429
308570,823709
373196,15928
1402098,1061071
458185,1346664
387359,244352
88361,361276
192159,8979
172322,228313
44343,426278
273104,226679
13615,261515
542182,87960
501934,677641
176744,1057673
542340,768823
168841,539147
4463,6347
49965,14081
719582,665909
600458,1020697
40454,239681
175626,175737
46945,327396
1478023,1059939
20729,2521
1126396,680132
266332,266323
49852,24707
454629,1296488
183542,183543
220038,1126243
655345,679035
422427,350773
163723,173549
484074,472853
96722,617169
749006,72384
1252278,397217
520634,253390
526810,231820
410261,34488
187876,622942
878589,469636
410548,256539
939044,1327894
341478,250805
143357,333938
68551,174131
70656,32925
640341,481828
365885,229872
289086,596147
358335,268459
345428,896480
404544,341631
1146382,904598
758556,147824
36971,116073
662299,490915
632676,326592
622496,94813
71905,213579
41909,533179
337362,386130
757033,594011
274197,798607
920467,1159171
1135863,225684
79780,76812
192826,220452
144252,769151
143182,554762
480597,71266
384185,196724
102642,871284
356529,381804
137634,459320
220112,950087
399434,717259
193853,261798
1202829,297936
53734,189450
378276,376506
940686,451040
1134589,1108042
1109638,1110409
497276,131165
71476,83364
34489,462999
630896,693103
485734,314427
1031632,167105
8986,12057
67608,426674
808190,167494
1079262,718600
182147,1067018
123684,190371
340938,198901
422592,1045084
418479,184981
163328,987583
1150563,585153
335961,313405
1436640,289823
40240,515698
122386,805455
314064,37651
1333,39310
325828,1064664
208862,177519
877119,221559
879750,1515806
391429,64577
225950,262175
357773,383102
699792,506653
761477,170156
875438,307617
504203,536526
644543,56064
739591,1472994
423904,162717
114132,166287
142914,70251
236364,1080746
166722,792804
40111,87924
530810,291360
771636,230324
487612,689100
42168,321190
796530,806549
251765,371552
39199,2148
34173,33182
537273,1292795
414300,29365
441818,1336619
1096120,829220
474116,142167
116184,1176146
38940,45775
447626,141249
57301,255055
1090239,837463
139609,331151
47923,1601987
550248,299686
47433,359414
665072,201867
1136474,943775
181133,36654
338425,1106640
87553,437256
1312302,817643
518876,1124248
190697,8824
530466,589510
549622,432900
26365,629217
583330,309707
58647,209214
353721,134801
638017,566801
536665,262228
513837,526284
463427,333945
254344,256809
204201,36090
155026,205404
656401,817080
735549,743143
252287,460331
184063,130050
209215,978378
331443,125531
95763,625911
659449,187651
621636,599793
239314,431990
393621,666052
254206,39901
804520,890064
51335,606843
5867,65849
394934,247563
585876,1082176
511605,132778
73051,371033
51904,284135
482175,423788
162908,57461
445384,797987
208856,410214
96823,208756
283804,562466
1242077,314204
48141,100106
1231995,699267
189011,111088
304633,316609
225710,1113720
116454,910838
373299,851869
1023608,761431
488849,379297
711489,718109
241519,373813
572116,333154
937940,8410
633441,243419
471286,861801
4838,226386
653718,1040643
967647,278286
502794,502756
238727,238735
646795,290745
75646,515912
1224789,1155301
98300,137303
208118,449852
84493,797915
1306938,507134
78264,983690
785309,745198
500937,332502
114707,255974
214448,76871
223366,11123
562889,253077
160646,95796
738110,825077
277894,67149
154414,442524
684735,598346
605066,1279929
1096918,291889
207575,1106516
444729,1053743
425798,294800
195078,1038665
1476750,592007
1525341,1623434
1069035,1057423
34629,154538
66814,40222
605129,250981
358332,609048
1008075,278098
218283,1124454
29749,416485
2086,12615
269076,26751
845511,972776
95720,625614
609385,233448
205552,708542
119702,162190
782819,346982
377065,719419
498972,338737
715651,448555
362223,237717
509471,524047
5935,245836
81763,28181
53628,443345
1257113,1447396
690722,210484
1456466,515334
109682,786673
491526,251627
23831,440557
1026808,689758
304353,295314
535235,913594
500105,500021
108898,575715
364375,904979
93202,141021
28070,401559
246775,449377
299706,103420
1395085,1053064
908549,1047915
1131565,463289
26464,5552
1394401,429043
292673,686524
160175,437795
676101,589669
193565,126846
652311,160143
75013,432018
288525,261510
866781,591003
508290,174451
1263925,691109
1204085,1536627
340911,689894
585087,746216
799580,368816
113879,315109
182467,187891
1150325,362037
120535,44413
918374,480237
948534,130729
132623,807428
1245508,106659
346636,788276
16220,20351
134497,819813
773210,674140
267735,369488
873024,330754
346026,764480
925370,925368
656675,448935
1147615,75421
770242,680976
948479,749468
192388,186717
210193,101295
117640,331238
885423,943095
707626,312809
78955,468821
317438,1237432
1189773,995736
25778,318738
1121810,1094506
408197,531744
170516,897711
150767,194834
966030,995058
397068,397402
284434,329159
243753,1159528
978426,805378
906618,587085
1185292,12967
174510,184637
170914,65930
15406,260697
641871,222073
145542,145548
333851,471251
264427,1019910
220172,814215
1149033,482404
48679,898190
850880,1129380
220733,31838
285852,37062
615915,642610
449359,298128
334849,994058
671595,997181
1058934,700750
480523,943974
266964,639825
18097,1919
84440,196113
1217894,296668
204723,252893
133838,956559
532838,177285
209107,912029
25402,208193
79141,456530
552397,328748
369126,366746
280603,280494
757656,871181
882978,106965
251833,744100
371169,147024
564563,461487
451655,514265
84632,804840
320503,689814
1400983,769059
527270,720051
143050,744793
198516,102938
29950,11339
721361,254282
370611,516686
1022,27932
460605,71605
936238,53512
483125,712886
683676,697894
741647,289621
784279,1147061
774357,228004
657781,344704
148666,7313
299280,220686
366107,666669
49176,49378
648254,873462
266163,14291
588899,1114508
252029,236680
646793,352757
1076406,187818
91074,226284
742241,963499
1407205,1113998
239610,577023
446842,626435
247752,247799
652250,969000
342909,767740
262712,396762
337155,992901
700912,510048
235341,227530
502551,540891
93087,345001
144459,90781
355001,452313
649330,444187
314212,491662
668125,668163
796878,400077
1441425,1441443
130166,130167
577748,656772
518220,963381
240180,226841
340641,664362
494477,187098
1023529,1156886
189,63605
242620,44177
227506,872820
160267,195281
364480,1131316
881148,333797
531957,427879
565232,201333
634382,284662
259386,57028
402170,260284
377022,94803
377403,369957
665664,811409
163320,879878
451347,290853
410761,634578
902373,269834
1421033,1426745
908306,114284
772076,820666
126555,688750
640176,284127
60954,11005
224813,228140
455949,354853
647555,102191
603155,482834
583169,996777
270582,35995
67722,294895
971613,166605
803066,996082
180823,967179
661381,688496
248910,794390
172278,133399
936398,187946
150419,292947
108298,394849
15954,49638
31381,25994
189484,503774
412627,195487
571587,204292
1083626,817528
839275,92107
51541,44026
391846,503056
348427,79885
1278694,1410137
598319,158208
526106,421878
146577,26785
739446,729875
699382,972381
319206,1165806
432164,463129
334824,447912
188760,169781
108449,177168
636256,55043
684934,684933
3408,1000
1332967,750214
802769,439628
1130265,765058
842594,93189
1273874,438952
77940,664354
862794,731440
359857,1008940
167790,57395
131705,318555
930105,57613
698629,332925
458620,462154
401654,658564
34206,187561
505703,1002629
193269,590350
1077661,630372
88700,235186
392921,28969
97529,181700
923126,713790
401765,566084
653297,709056
474129,253358
507265,537099
550792,389400
255281,763240
811862,815639
1322045,1544382
377760,370046
573480,354052
961046,846089
741331,992981
1327669,4499
443996,1586964
361363,461779
1011988,149815
1501990,827094
494402,103121
381211,381370
1375699,510594
117615,729376
787925,825189
1135159,686354
412096,583009
385709,703540
202816,284271
804354,690304
191573,858182
1045102,504736
610244,675225
218846,344657
833337,429366
861023,808434
461892,968661
421612,676680
593964,228506
184437,156755
216331,30438
374946,375670
55284,711267
730493,459438
226367,15610
180520,126114
213878,902818
271168,420415
257340,123402
1336311,423077
485211,447306
57637,382438
101244,4020
110910,643689
177772,836954
318085,71051
695253,223358
112495,90944
717268,66450
163447,986291
44500,556880
348852,229976
342155,324536
266733,961840
488051,313513
403111,359443
349854,663233
43147,72548
157337,203481
1020335,1019348
354617,83814
324858,106151
1469246,1224243
842060,1347995
537143,693307
697990,229618
12567,131125
1113222,642574
1240923,599458
832867,735936
526128,441245
315292,757902
414458,291994
3619,81227
286469,353123
238086,478194
808006,139134
325337,97306
1099252,527495
1324028,500798
1030685,250500
353485,28402
482827,454134
795565,378952
769429,101226
492282,323155
918315,119467
560750,111269
1381842,1011257
169130,904572
425502,140404
168212,425216
214886,132049
370338,58387
422593,442140
19069,313314
324337,25662
271323,153893
655193,699482
671017,997153
913798,658697
338946,379128
750227,511775
122685,423419
1047317,1554817
405000,880809
93352,391679
587535,435334
477744,445680
17662,99812
1503393,831400
329661,696053
546683,372003
513073,473141
646246,535320
17752,10635
60233,25729
617747,329409
363145,864641
99315,113500
1161499,299204
398501,332217
136205,348122
34258,49362
203515,484333
314183,167431
263653,886500
161564,299048
391037,933828
263239,562220
272504,332607
823451,96038
1234461,425931
314200,342523
219848,660891
804809,561824
1016851,979498
356218,486055
196199,172099
1027891,497811
58592,224022
407875,407877
12456,805445
798668,271145
484344,400652
35469,363699
284781,41760
171912,279208
628170,164290
48008,77320
870094,539369
630364,67746
26740,11817
809781,483815
20419,5694
191606,638317
150596,73576
1043006,242483
13137,95360
586119,127357
112142,102856
183963,497499
92239,839744
411122,260434
656034,129847
83797,249621
512640,546624
166973,7720
402202,453613
704532,67731
199948,1095334
835816,461864
304001,565025
124880,173720
564234,506691
566150,141137
796434,184461
739479,1089442
83889,746427
861278,193073
974396,393291
121678,117609
249457,46941
78956,754280
530103,805973
16769,264380
250284,547382
526280,172433
668172,242088
1523017,1334108
310485,906800
332313,752231
733292,661220
149824,853802
54210,532537
546925,590320
690083,1476560
1011994,428506
594590,326971
187766,418796
74349,105291
700886,77096
848876,529231
240732,292522
1086015,743299
679721,574583
557006,877149
933630,524034
88405,477337
908808,908600
514637,320638
873618,1239590
27387,22744
282079,259760
475983,943640
362907,117810
644022,1202989
305624,282924
48266,5867
445475,1149421
624403,653373
276031,67426
7714,165415
1082926,368025
354533,398893
984059,1249880
427642,599308
77176,335057
368358,343244
297044,399031
607192,311940
1323444,855778
1006066,918799
396510,1004567
718648,702150
112666,585098
369975,280428
131929,76694
767749,393967
462348,176284
628555,1435629
212688,534121
578350,859232
941233,943211
482785,369384
854055,228563
420555,92579
402019,10724
370047,139345
996130,311955
762535,802892
547397,130242
211392,200785
259437,53601
1091828,1311875
190076,556177
1012539,702689
62445,693017
220512,96806
1246863,327016
386560,705279
188660,89015
801842,424336
401840,359693
519057,95079
570441,120959
654214,70687
314075,405965
271499,162222
18852,10420
432051,512302
1088782,1141832
261686,415490
136290,69855
424812,366765
162037,1019015
289516,160466
913006,913004
201950,211801
275184,225897
221280,93107
1238831,319025
551799,269438
707473,616772
1237349,1147522
217862,10372
504230,490356
6147,110053
457067,232570
143857,69616
61556,687279
186378,343884
742892,178173
340947,618626
425848,425898
503545,997797
817364,88072
185441,556351
690076,30125
413641,52773
622154,710607
727158,921148
428325,661704
383658,434512
900191,747329
10934,5867
67425,60576
234112,636966
169948,438740
339009,1056363
692028,402244
188188,223125
244861,433109
647735,627722
534040,813765
304140,551991
410822,956856
501244,38886
473892,567595
278740,767309
360184,561167
792495,338614
497360,1017216
266679,310173
286520,113289
710310,159734
389995,433442
213263,814443
245219,782332
195377,216313
177153,43798
88109,101673
745232,710545
145098,50437
253607,560145
87264,145659
786319,785343
480116,433968
825360,797998
689291,289561
139078,120709
144207,158707
165596,201459
777591,78156
421272,430578
218083,800762
750912,489053
543784,435015
821363,164133
465653,466183
552656,525605
224203,1133472
73444,93732
1019261,187989
146329,307600
235915,785129
174435,26045
295683,57505
134552,89463
241298,293517
8567,184198
719931,192711
477760,301169
92492,99147
216100,622785
30830,31236
37175,62486
501085,616876
232296,608993
701239,845248
92282,369389
610557,359972
1170026,1170024
806572,1536369
428394,1113368
74831,1244399
1192502,265346
7481,164376
524168,596822
225184,419720
406956,548484
416239,55191
375664,256919
275414,480984
138429,618975
35053,22466
196443,1397635
1136061,651917
415250,129524
83576,201592
983356,571585
45263,33357
335694,526504
429221,107612
52668,428692
527890,48609
597863,278888
683073,1116223
36575,207061
111584,337043
109766,873011
949497,739772
511405,928027
242582,552332
61242,30031
192415,175270
86562,109114
506412,573673
830433,466321
350319,561793
564728,616739
551725,377154
894358,862771
581878,509861
173018,7831
856523,242897
463142,62266
315291,92291
386208,369874
1532173,1281809
377890,183815
236998,207764
1128865,760163
542433,218701
363366,343959
243942,465238
517698,517693
585659,936917
41588,103043
569658,778782
780365,626447
72490,63544
826454,451194
158124,158792
592159,593160
160988,131830
208284,364022
642419,55781
58079,460144
115929,645498
184935,36849
129946,97618
499365,1370541
53495,72872
115532,334276
1678,57690
343012,331928
386198,499734
687829,768773
548829,135046
407516,27724
231434,342191
21550,352110
177964,328068
228600,11097
718087,564930
223998,237587
710564,539075
1126268,339982
390286,139363
50110,168534
684560,371262
179597,1024937
208190,689691
886544,305472
895740,110749
591520,55510
544022,611166
643492,101068
929568,769798
149441,127523
359853,326870
84075,803651
490341,352833
172418,550844
624551,642780
109642,254768
1530460,968926
209229,310171
999287,618455
104298,636154
50286,125704
41164,4138
123379,878303
899296,750275
246163,343918
550254,550303
798541,637295
991075,601000
518341,161672
229062,259412
374343,715630
90869,90859
406261,299502
686578,383921
242811,351316
705003,705031
337244,250558
214352,1096947
438869,256886
485003,36841
431339,724578
372802,990200
57536,67827
554140,92332
26433,283502
1304392,1168036
366717,292958
769193,692750
259453,767469
561392,220548
194386,272636
16890,297012
66085,1334253
175610,99051
663828,199144
1031407,719967
1130657,222738
525553,128062
540793,486962
13421,13428
831138,354989
660369,732578
981050,1072765
212260,10255
526860,682404
26708,390072
827213,711054
813750,212467
131124,25430
408051,801406
459627,451033
629997,586785
377497,410220
219735,57451
136030,820368
538665,116787
370390,104578
605936,466500
958819,203826
429201,513023
66032,126537
407585,955660
282758,572609
342886,141619
268825,795872
258389,153905
657011,510089
76452,127176
1117523,213445
119026,1130694
265766,497995
345937,546217
694785,503825
433371,186138
228702,303774
645580,762989
335483,369554
956801,392472
821933,601250
497040,1430429
24300,24057
391172,262523
63516,183577
252604,361071
196339,482544
260277,52519
84822,24638
849073,666686
338820,605534
1151884,1272573
455008,425789
993583,154084
673,23841
638434,362338
1174642,580852
488030,312574
398813,9734
347434,362568
36991,63830
140927,24764
459152,226972
296665,53128
588142,211816
814091,1498593
436651,1055798
592024,67836
377274,288675
820917,447825
35237,137485
154379,323806
210392,55268
496034,741528
95841,93040
228533,413467
373222,198263
1241984,1590290
702556,361320
421696,38292
88753,163786
18968,28017
598716,1425162
568604,988276
916885,808532
184483,493149
723118,215987
116990,547469
249219,367955
497883,278042
8313,749751
499742,794940
342578,663250
67541,71928
172326,22885
1050618,757916
83042,106892
398186,38463
85836,237042
624667,837588
1017559,559711
113378,119975
436489,518551
736316,608687
231996,474021
448782,93561
715138,127659
215288,569668
349557,75288
1027253,47773
419517,107403
409817,370602
188561,239823
393219,494397
498403,498423
106249,481995
318716,337844
143504,541580
555794,241819
448087,564527
793180,1303806
1232350,624348
99837,358084
1147459,12225
49042,181915
217850,94201
849348,559277
892215,290289
1102993,608731
348921,185062
274751,862824
886265,994058
447537,704117
210501,642680
978467,1539486
1603,41114
224058,325188
753231,374590
238042,305188
1036621,1514221
540537,43025
531886,160715
641725,630953
427042,394303
1153588,683594
109313,149749
381914,167639
483264,82708
421419,674615
280055,1112697
267945,139897
499281,499335
826677,387010
489099,328964
312346,312465
391762,91460
259006,561626
1175843,415830
141854,364020
701381,463137
184108,177353
521494,845177
318011,901972
179726,287521
1109893,630659
856202,97698
345091,597099
29473,92744
256029,824072
789958,1121702
410548,169317
714813,709803
950283,1215351
316105,85869
321538,425684
647316,650260
898679,898680
979137,1518810
630714,547847
111916,193860
433205,433211
24510,17370
92255,599029
441087,827857
544545,1151709
267589,479756
1176416,1579637
73326,613017
1201127,1086619
1064556,1258407
375501,704326
72879,132473
467278,1351508
1573914,53943
393358,285351
9406,195524
747351,267687
105847,217201
344411,1102783
1183045,1412364
634460,391784
113707,25966
53308,33216
407061,876091
870803,1513545
208655,337187
273533,31811
589049,174625
693341,220238
333039,302984
627727,272461
57449,2409
1092049,916718
264673,650227
1094474,366846
663915,542362
1125177,515407
477128,362377
314949,218735
254599,1171981
594031,539602
740245,685648
1288729,1597121
819817,386038
425245,115959
1190895,475793
486280,645800
23731,295177
580518,446950
47832,20647
180746,461528
600552,1137203
679904,281414
227933,117488
174439,443633
794127,414523
65331,708234
368654,831749
71919,746725
821696,806251
604315,50654
712058,65769
1191796,521334
73425,113795
378838,181948
123730,107450
695358,420950
238813,1412460
1449854,1458748
19017,19012
31221,723677
261208,222452
908597,548723
38329,525930
233409,661539
293336,247069
309968,416162
365438,74664
106892,91540
188942,125354
474177,473940
346377,535539
514633,459623
675686,110057
898994,627782
135030,91064
126773,703152
131031,512072
56453,49118
569478,684424
1182512,1265501
317439,1070690
583786,639987
677824,377595
185872,880342
435636,303124
535985,443083
104934,20496
178535,52635
397892,178687
610614,390708
197851,77791
396354,210229
199163,225353
652166,61779
5867,81661
1394239,925385
931543,352791
402434,776452
1421352,596974
228185,58302
668604,76566
492893,953514
116645,232212
52457,52458
376997,25078
280509,1201772
541307,1395143
238524,306492
612084,243205
359107,296355
689557,471762
194115,138905
393264,134507
1065724,449731
241195,561433
150488,410866
320026,1001794
1098783,247304
420250,448720
77977,737270
182874,47317
316235,346093
521643,360885
293848,265344
525046,174280
235532,252138
704220,438209
234992,296925
14270,265727
1010289,305978
639236,347420
331463,23959
216234,687258
5045,4640
514635,226907
1152695,593439
682122,680481
862542,284271
789885,511514
33414,20661
1578152,35649
564893,234064
790866,1119726
434700,358121
1020125,1068138
1459588,696919
1443083,165093
226791,227012
856626,311406
915739,586210
176751,895067
565869,353123
924562,701449
287152,559310
167913,190855
608614,793430
143103,688726
585424,66741
194596,239430
668843,627534
812504,569852
744611,620237
837080,629486
640614,967458
674031,620150
1039692,350134
100030,496469
596060,52028
70851,102314
1449560,663949
594898,594925
622752,780928
26179,73679
247419,270922
888705,186133
376153,136204
22006,62741
531397,170269
299964,17493
765063,1484415
96114,10305
65116,313586
1555206,502040
234860,24715
263128,1182306
795489,258923
349573,574021
131498,56398
151835,351501
96608,479054
883240,733693
484325,302907
1214517,533266
301067,389189
473807,135950
440493,539300
214638,358864
1011723,235853
122299,927483
200625,248621
992783,149572
418876,922570
936186,280681
234896,382857
793739,158500
1180258,261812
273682,273808
930438,818079
84304,488017
405846,630189
53671,629067
103086,102931
809611,471465
172958,531825
1128748,1225013
666607,380292
750289,506685
663978,589037
332992,195229
1067680,313338
931433,605416
505611,571920
300971,300426
65276,71927
894216,1139165
330221,458990
8433,11412
208108,707548
480973,48734
90408,669473
391130,211008
303731,594117
661428,466309
798644,584306
660484,1323018
205745,185160
537717,71522
315874,159740
984370,146060
611499,81090
306572,74680
79104,782045
664572,352777
179961,201076
408914,559834
16393,30172
583561,282197
1264655,1264653
509926,1007710
264200,265736
570166,1032565
169805,310159
624574,53515
43788,146611
606914,819178
989614,1109452
401283,894725
1550214,1026671
707280,545915
241240,57246
626845,539358
342849,1033634
85295,23965
102315,273366
30697,30828
24618,34099
242995,148781
430083,454497
84936,164845
70874,2905
180766,384711
1287391,696501
482078,357312
99290,604553
324096,589359
389884,511222
306053,280113
657522,157615
786868,579880
699608,115636
485254,772078
353597,107029
541044,719256
784962,92243
754286,1292469
113853,56885
1273453,582082
348875,1025442
634666,200093
72349,408300
1023414,304806
426710,340734
577963,1072161
342691,115236
221364,277588
21584,2352
689483,255507
305581,124969
166357,182692
378498,804809
379858,262633
181941,64047
1107149,570188
297597,636004
72603,504618
681992,732370
302557,107853
490250,443037
1427480,1210473
620708,1432843
293589,55617
41857,531603
333598,567329
217517,358330
142823,846568
89331,251501
1076471,341397
990858,634886
391056,31531
66322,72700
645897,837877
162021,169566
616215,376648
612924,352801
553039,553239
13847,244291
34482,970066
883877,224437
269005,359609
188429,712660
92016,668057
884385,374043
513257,512845
155903,469458
47993,397506
1009604,1012242
831884,36883
502312,38221
157578,499018
539846,238463
165306,72737
955256,133289
1176394,257654
179222,121107
264663,874069
853441,143732
108448,149574
888788,1174873
1412948,1349895
551524,504276
1788,40975
218808,80707
1121021,215525
106275,329571
95089,142016
485271,865107
194619,102167
914881,913913
130565,465877
80346,58807
643330,643529
1159339,1576720
16839,25154
96373,257837
9045,101066
293085,874779
892154,426238
888214,532404
183471,51051
542844,214675
260730,26781
9766,118989
130345,125805
209003,209248
35631,471808
92639,707423
783785,361758
355522,356897
467455,527984
83212,530763
791838,524433
43968,57180
413820,1295013
383793,595379
861767,1040469
296892,293885
453631,85107
548701,648363
79581,294997
387966,1040102
442931,303680
169920,915135
577090,619316
29265,68099
755444,630285
875103,370542
1537093,1624490
1162212,707510
640239,191355
462031,460871
240773,631535
394619,266295
618502,471138
20520,43914
42064,504891
416446,480598
1073519,719263
336438,724496
360964,464264
682555,541235
78856,294775
427718,392426
728207,311782
1556820,1224342
378715,633807
52125,951549
1398375,167401
57806,197890
259302,456767
567688,565690
109133,342540
45516,46605
92224,74214
216698,203650
590474,300532
603358,78519
538718,239266
494950,724456
727709,727712
261820,118028
315739,42219
553359,343489
473383,77002
234671,360055
389967,680754
444931,269082
563634,1189228
364813,292035
72452,241592
900653,216147
708448,597674
83816,700066
1096476,842735
634391,497752
629178,402898
1222226,1167845
840294,1491162
498482,665215
744459,156020
1154759,1193604
164445,359123
364670,364015
387462,200623
1293681,752041
175240,28757
347887,436486
273864,124651
1001925,840083
389718,505303
334063,840186
350103,711272
759627,164038
69178,139167
250884,1059881
361389,248561
250869,462018
649584,102328
198717,1093562
309435,188185
112361,163804
683622,1172067
411751,839924
46756,35204
66026,261425
1016241,95847
61359,57227
67575,177018
366579,370720
70385,210805
789720,504546
777920,419446
307823,116309
951350,863306
95177,781862
504736,786840
41409,526338
539916,563537
510080,676586
510172,48824
265620,865666
656834,906317
89378,326592
345121,995560
288430,154257
1197541,760835
649900,1174264
801453,477014
357689,306375
1168042,477693
744827,621272
35115,290968
228183,228475
557005,343770
250775,36269
286342,130181
75653,424323
529028,320696
447215,224366
162565,516499
114059,369105
637087,617266
419219,268941
171931,1045345
1073428,1171032
79023,473146
284908,169295
1066011,362664
504668,272740
302758,302958
84142,84137
826186,1427830
220136,579713
524211,554851
173397,382859
938285,821691
363640,341053
1065084,406625
509509,657675
837004,1107604
971626,716873
586692,129592
574984,475580
664775,665177
617653,1226712
505066,352764
17149,296815
568792,147548
638644,769018
1008448,718715
694475,1175682
210694,64427
19022,4899
135298,550179
215157,231501
710044,78631
825783,620656
247469,48647
274720,734137
285728,323829
3773,3471
135983,960291
1177254,258776
105055,877411
514987,220916
637985,171672
335756,942644
48841,228739
104055,190696
782201,572182
603472,214127
20212,325305
66386,385272
792863,1039803
473275,473235
164539,131262
311278,577254
354365,837638
389886,702168
275626,482116
116170,910388
305157,511817
250005,356665
745795,106386
261211,428094
859115,98718
516476,737893
551940,575042
61099,450968
1258636,305669
35781,466618
114800,5133
116171,5066
810241,107093
581053,132951
33942,161175
663318,58488
58345,4866
214221,737039
378252,1293657
644654,267468
358818,402530
422617,38463
565883,747318
377278,34108
348194,496036
215076,6983
164915,746425
811266,749828
452703,795461
83361,21347
280104,753838
364508,198575
81083,54127
224465,149746
669535,388359
669969,455394
548140,309284
423859,423816
468735,471925
652592,600583
246918,283187
30752,72486
169110,1109660
330936,174820
555701,201479
37343,431485
4755,79234
155176,431275
240574,451266
161196,1017360
836846,93729
100364,4444
829779,958230
199337,149838
229802,966115
264296,525353
87631,168828
4783,106698
435307,308169
794561,738915
365409,23800
131552,47366
94373,453088
315127,459337
475769,973798
711698,1122115
176738,1297188
438603,872546
507035,87636
1022076,673760
654015,861226
935461,144781
288949,570351
50916,342521
332692,112194
1136222,1142291
784483,1167079
28435,3000
370870,410678
12011,14184
396521,470641
55605,24974
1137948,13723
251292,70593
526216,342456
363802,697750
523461,523404
339026,540724
722590,835757
613900,1367044
352001,468910
229848,625296
84307,738373
339604,212353
13507,223541
261497,440788
128266,149819
922855,204017
581497,219837
396876,27639
1017206,306307
688240,129346
296729,342406
63577,103167
371617,1206148
1062296,1558168
77383,366428
188195,124842
370147,286029
542872,328691
335480,682467
464918,35918
56246,97098
331412,462356
1180888,972258
248821,59842
792194,437954
274416,1038650
169935,247398
268600,172503
864328,904848
125170,205204
54497,631477
450530,1329193
603551,817020
83519,878536
473483,87890
449906,412808
146169,274327
1486016,769981
857752,1157435
284130,531646
285811,360852
755703,346260
973259,814420
621569,53024
961110,1464399
108531,821203
182058,268290
75020,12937
107607,308853
199709,399104
148866,998724
129705,555975
559570,519009
112572,134658
821385,840278
819354,159400
635517,355738
53722,302422
132687,10764
849721,1073215
595643,746780
431750,205938
400940,400993
810273,1197345
512410,549504
820704,347927
531238,385017
384448,1039990
674537,818003
1250006,853900
513175,690256
618110,918387
606719,369683
590778,948902
260218,298291
1148499,752968
594559,1093869
254181,192347
111014,482946
374857,298183
47707,56091
406447,272334
377466,197641
600915,1029619
241760,241416
909073,50566
